,Unnamed: 0,data,sentiment
42,44,trung cộng tuyên bố tập trận ở hoàng sa ngay sau cuộc họp thống nhất của asian là cái tát vào mặt cho tuyên bố chung asian  asian cũng chưa có động thái gì với tuyên bố này của trung cộng,negative
43,45,k le ca the gioi thua 1thang tau cong lm j do cho tau cong thay dc suc manh cua ca the gioi,negative
44,46,sống ở bên tây đéo chịu về việt nam  ăn rồi suốt ngày rêu rao này nọ  có ngon về quê hương giúp những việc chi có ích á ,negative
45,47,kiện để làm gì,negative
46,48,mừng lên fan cứng,negative
47,49,nghe mùi phản động nhiều hơn là yêu nước,negative
48,50,vn có khác,negative
49,51,soport china from cambodia my friend,negative
50,52,cái lũ vnch chúng mày cho không tq hoàng sa năm.1974 và 1 đống đảo cho philippin campuchia và giờ lại gào mõm chó lên đòi cs lây lại chúng mày có thấy nực cười không có ngon thì gọi thằng đm quân đưa cái quân lực hạng tư của nó về lấy lại đảo đi làm mất đảo r đổ cs đúng là chỉ có lũ mồm chó vó ngựa,negative
51,53,cộng sản vn nó chính là giặc,negative
52,54,in đô nằm cách xa tầu thì to mồm vậy còn nếu nằm cạnh nó như việt nam mình chắc gì đã dám lên gân lên cốt như vậy,negative
53,55,còn cs thì tranh thủ bán cho nhanh,positive
54,56,hơn thế nữa con người ta ai cũng xác định xả thân vì tổ quốc bất kỳ ai cũng phải biết lo tương lai cho hậu thế và không ai chấp nhận sống mất tự do,negative
55,57,sao không phát cờ và giữ chủ quyền trên bản đồ,negative
56,58,việt nam mua tàu lặn về lặn biệt tích luôn,negative
57,59,ko cần biết lý do chỉ cần biết dám khô máu với thằng tàu chó  là thấy yêu rùi,negative
58,60,tại nước indo nó ko có quan ngại,negative
59,61,bú củ cải nó thôi chỉ sủa thì hay,negative
60,62,nữa đêm nữa hôm cán bộ đông lào tiếp tế gạo cho giặc phương bắc để đánh chiếm lãnh thổ vn 1 hành động đáng lên án đã bị chìm,negative
61,63,bộ ngoại giao việt nam ngày 2-7 cho biết việt nam đã trao công hàm phản đối yêu cầu trung quốc không lặp lại hành động tập trận ở hoàng sa trong tương lai vậy còn bây giờ hiện tại là được,negative
62,64,"cử hàng ngàn dlv,ak47 ra đó phản đối,chứ trao công hàm làm mẹ gì.tụi đó yêu đảng yêu nước lắm lại nghe lời,đưa tụi nó ra bảo vệ đảo đi",negative
63,65,tao cười ỉa có làm cái đéo gì được nó đâu mà suốt ngày sủa là phản đối nhưng phản đối không thôi thì có tác dụng gì nó chiếm hết đảo rồi mới phản đối,negative
64,66,vn quân đội chỉ giỏi cướp tài sản dân vn mà thôi,negative
65,67,"công hàm thì làm gì được,tao thấy ăn chặn của dân thì áp dụng đủ thứ đó có ngon thì ra ngoài đó mà ngăn chặn",negative
66,68,cầm đờn mà khảy tai trâu ,negative
67,69,kiện không dám kiện công hàm có là gì đâu,negative
68,71,việc tôn trọng chủ quyền quyền chủ quyền và công ước của unclos 1982 có ý nghĩa quan trọng trong việc duy trì hòa bình an ninh hợp tác và phát triển ở khu vực biển đông trong khu vực cũng như trên thế giới,negative
69,72,chúng mày ra trường sa hoàng sa mà đánh nhau với tàu khựa đi  chỉ giỏi sủa,negative
70,73,hoàng sa trước đây dưới sự quản lý của vnch thằng nào mở mồm là của chxhcnvn dơ bằng chứng ra,negative
71,74,đúng mà trưa nay vtv1 còn đưa nên thời sự mĩ còn phản đối,negative
72,75,lấy lệ cho đỡ sái hnkkk,negative
73,76,nói để lừa dân,negative
74,77,ừ thì phản đối,negative
75,79,nhạc cũ nghe hoài chán quá,negative
76,81,tập mẹ gì bắn chết đĩ mẹ nó luôn đi,negative
77,82,bài viết này được bố trí nằm 1 góc nhỏ trong trang sau của báo tuổi trẻ sáng nay đó là điều mà đảng muốn,negative
78,83,hiện nguyên hình đê,negative
79,85,phan đoi đeo gi,negative
80,86,địt mẹ bọn mày thấy ấn độ bị nó phang chết chưa mà to mồm giờ thằng nào nổ súng trước là thằng ngu toàn bọn óc cứt đéo có nước còn bày đặt người ta cách giữ nước,negative
81,90,mấy báo voa  tiếng nói hoa kì với bbc news là biết ntn rồi,negative
82,91,sẽ một ngày uýnh nhau cho xem,negative
83,92,đăng bài như v sao phụt quốc đc,negative
84,93,bọn lính tq ngoài biển cướp đảo việt nam bố mẹ chúng nó ở nhà bị ngập hết đi,negative
85,94,lũ mẽo chó mang đảo bán cho tàu khựa bây giờ lên tiếng lấy le một chó khốn nạn ngoại bang sâm lược như nhau cả,negative
86,95,thực tế chó mèo có chủng loại corona của nó chó bị ỉa chảy ra máu rồi chết năm nào chả có nước nào cũng có nhưng ý của thằng viết báo và chia sẻ báo cố tình gây hiểu lầm khi những người không biết lại nghĩ rằng virus corona đó là do nhiễm từ covitd 19 của người sang động vật,negative
87,96,báo của bọn 3 que ,negative
88,97,thay tào lao quá,negative
89,98,thế thằng bn số 21 là đv 4 chân à,negative
90,101,xàm ngôn loạn ngữ,positive
91,103,thằng em điên csvn bên thằng anh ăn cướp dcstq nhà chúng nó,negative
92,109,cộng sản bắc kinh nên thực hiện cả 4 kịch bản trước đi kẻo không kịp thực hiện vì chắc chắn vn sẽ kiện dù muộn một chút vì vài thế lực thân địch cản trở,negative
93,110,"kiện tq ra tòa rất dễ,kiện xong hết bài để mặc cả",negative
94,111,chỉ có xã hội đen và bọn ngu dốt mới đi dọa dẫm khinh bỉ những kẻ hèn mưu bẩn như chinazi dọa bọn ngu như chúng   sản v nôm,negative
95,113,cộng sản chẳng phải là ta người việt nào cũng thiết tha đuổi tàu ,negative
96,114,ta không dựa vào ai cả tự bảo vệ mình bằng sức của mình,negative
97,115,nc như cặc câm mồm vào...đéo có giúp ở đây chỉ có lợi ích...thế nên nói ngu thì dựa cột mà nghe đây cứ bô bô ra  thằng ad page này 3 hay sao mag phát biểu ngu lol vậy,negative
98,116,1 đất nước nhu nhược sẻ dẩn đến toàn dân lầm than bọn ngu ah0,negative
99,117,lạ là những thằng chửi mỹ thường là có con cháu đang du học mỹ đầu tư mua nhà và kiếm thẻ xanh vào mỹ,negative
100,118,trang phản động này  biết việt nam làm gì ko mà nói thằng mẽo âm mưu gì chúng mày thừa hiểu đăng lừa trẻ con à,negative
101,119,bởi thế ngày nay những thằng suốt ngày ẳng ẳng chửi mỹ toàn là bọn hán nô bọn bán nước  chúng muốn vn phải muôn đời lệ thuộc vào chó tàu  người dân cần phải nhớ mặt mấy thằng đó ,negative
102,120,vn cộng sản dùng tàu kiểm ngư để xin ít cá về cho vợ con chúng tớp ấy mà,negative
103,121,thật nực cười khi tin rằng mỹ đến để bảo vệ vn,negative
104,122,kẻ địch của kẻ địch mới là bạn,negative
105,123,rồi tụi dlv nó còn bịa chuyện là tại mỹ nên khu vực mới phức tạp như vậy đcm tụi bợ đít tàu,negative
106,124,thấy vậy chứ sung không rụng vào mồm vc đâu,negative
107,125,4 con tàu thế kia còn bảo câm như hến thì chắc dùng nhựt tảo cali chắc mới vừa lòng lũ ngu này,negative
108,126,sao mỹ k đầm tàu tung của thế thấy họ toàn đi gần thôi chán quá,negative
109,127,chính 9 đời tổng thống mỹ đã làm cho trung quốc vĩ đại nếu làm triệt để như ông trump từ đầu bọn tầu cộng không có cửa nếu có một nhân vật như obama tiếp tục thì trung quốc chấp hết,negative
110,128,thù nào vậy  im như hết là sao bắt hết đi làm tuần duyên kiểm ngư đấu súng nước bây h ngòi đó mà cào phím ,negative
111,129,cả mỹ và tq đều đang nhăm nhe tính toán cả biển đông,negative
112,130,bạn là ai thù là ai   cái tên page đã thấy mùi rồi ,negative
113,131,tam giác sắt mà sắt của vn bé nhất trên bđ kkkk,negative
114,132,kẻ thù của kẻ thù ta  là bạn ta ,negative
115,133,bạn tốt đấy.toi ngày đi cướp ko,negative
116,134,có kiểm ngư của ta nhé,negative
117,135,chúc việt nam dân chủ buối sáng nhiều niềm vui,negative
118,136,nó đến gần chào nhau cái rồi đi à,negative
119,137,nói vậy thì sai,negative
120,139,hến cũng có lúc mở miệng nha nha,negative
121,141,ba nước cứ lượn lờ,negative
122,142,ai là người làm mất đảo cho tq chính là mỹ và tq đã đi đêm với nhau đó vnch đéo làm gì đc chỉ là con rối thôi quân lực hạng tư thật nực cười,negative
123,143,ôi dm thì ra là lũ 3 à thảo nào thấy có mùi nên vào xem thử mấy ng nhẹ dạ chắc lướt vài cái là tưởng page yêu nước mất thâm thật,negative
124,144,mong rằng american có nhiều sức mạnh răng đe đám tq này hơn nữa chúng đang dự tính chiến lược chiếm các đão vn trên ,negative
125,145,trung quốc thật sự là đang quá ngang ngược với những việc làm của mình.những hành động vi phạm chủ quyền kia là không thể nào chấp nhận được.những lí luận và bằng chứng mà tq đưa ra về đường lưỡi bò là hết sức phi lí việt nam một lần nữa yêu cầu trung quốc dừng ngay những hành động kia lại việt nam có đủ bằng chứng để chứng minh chủ quyền lãnh thổ của mình.tàu khựa các ngươi hãy luôn nhớ rằng trường sa và hoàng sa là của việt nam,negative
126,146,xem xong ảnh này em suýt vừa rơi cái iphone 11 pro max mạ vàng 16 tỷ xài hệ điều hành ios 13.5.1  camera 3d sắt nét bắt trọn từng khoảng khắc xuống dưới nền nhà lót gỗ quý 2 tỷ/m2 của úc cùng với 6 cái ipad air 3 đính 600 hột kim cương xuống dưới trúng xe ferrari mạ vàng triệu đô của bố.mẹ em thấy thế liền dùng 6 cây chổi bạc trị giá hơn 1000 đô đánh em  em đau quá liền khóc và vào nhà vệ sinh mạ vàng 600 tỷ lấy khăn giấy hiệu hoa hồng của pháp lau lên mặt rồi đi ị trên chiếc bồn cầu bóng láng mạ vàng tỷ đô ,negative
127,147,bố mỹ chúng mày ko dám đâu,negative
128,148,bao năm nay đất nước vẫn bình yên và phát triển nhé,negative
129,149,trung cộng sợ chết trên biển nó chỉ chiến với ấn trên bộ mà thôi,negative
130,150,đcsvn thôi nát  thơm tho như các nước trung đông thì mày cũng mất xác rồi  nói như l,negative
131,151,xin vé rp trang này ,negative
132,152,mong nó xây ra thì trật tự thế giới mới ổn định,negative
133,153,chém chết mấy thằng 3 ở cali hộ cái,negative
134,154,hiền tom chị like page này à page này phản động nè,positive
135,155,kênh này là kênh xạo,negative
136,156,máy lồn cộng sản chỉ biết làm giàu cho chính bản thân ko biết lo cho dân đất nc mình như nào,negative
137,157,page hiện nguyên hình,negative
138,158,k hiểu tại sao người mỹ coi chúng mày ko bằng chó lợn mà chúng mày cứ bâu vào liếm đít chúng nó thế nhỉ hình ảnh bố mỹ ăn xong xuôi rồi còn tí đồ thừa các con hoang nguỵ nô tranh nhau tí đồ ăn như chó dành xương,negative
139,159,bố mỹ chúng mày đi đêm với tàu để cho tàu cướp hs năm 1974 ko tốn một viên đạn lũ con hoang nguỵ nô bất tài đầu hàng kìa,negative
140,160,địt mẹ thằng ad địt mẹ m 3 đội lót à vote report ,negative
141,162,con đỉ mm chứ đcsvn môi giới,negative
142,163,khi thằng mất nước 3 bày người khác giữ nước,negative
143,164,cho mấy thằng tội đồ vô dụng 3 về mà lãnh đạo,negative
144,165,bản chất mẽo vs tàu có khác lol gì nhau đâu,negative
145,166,nếu cs vn muốn buộc tq phải tuân thủ luật pháp quốc tế thì chính mình phải làm trước hãy thả tất cả tnlt nhất là những người bị bắt vì chống lại tàu,negative
146,167,tq thế nào vn ta biết hết bảo vệ tố quốc biển đảo bằng chính sức mạnh của nhân dân và nhà nước vn,negative
147,168,buộc thằng cướp đi tuân thủ pháp luật hài vãi,negative
148,169,nói như thằng ngu nhìn gương philipines chưa  tòa quốc tế không phải như tòa án đâu  ai bảo trợ nó  nó có lực lượng thực thi không  nếu như ở trong 1 nước ngta phạm tội thì pháp luật có công an  quân đội  tòa án thực thi với cá nhân tập thể đó  còn với trung quốc  một cái tòa án rách đ của nước nào k có lực lượng vũ trang hay quyền hành gì đòi buộc tội siêu cường với quân đội  kinh tế hàng đầu và vũ khí hạt nhân ,negative
149,170,hãy bầu cho d trump  chỉ có d trump mới trị được tập cận bình và đcstq ,negative
150,171,những đứa ngang ngược như thằng trung cộng không có cách nào khác là đập cho nó một trận thừa chết  thiếu sống thôi ,negative
151,172,kẻ cướp thì không bao giờ chịu đàm phán,negative
152,173,cái này thầy trump làm đk,negative
153,174,vn là bọn giặc chung với khựa cmnr,negative
154,176,chúng mày giỏi nhỉ trước khi cào bàn phím hãy xem philipine thắng kiện thì làm b/uồi gì tàu chưa cái não chúng mày mới đủ tầm xách dép cho đảng csvn thôi đừng to còi mà nhục,negative
155,177,yêu quái hãy hiện nguyên hình,negative
156,178,quan la tieng no'i cua us,negative
157,180,tham gia nhóm để có những cái nhìn đa chiều về trạng thái tư tưởng tình cảm suy nghĩ của con người nhé 718037528764671,negative
158,183,tẩn cho nó một trận con lợn tàu khựa cộng ,negative
159,185,bắn bome chúng nó đi,negative
160,186,bọn cs vn thường thường vào đây hăm dọa là làm mạnh tay sẽ bị tàu đánh cướp biển đảo ngay vn đang yên ổn không muốn chiến tranh  bla  bla  để coi bọn tàu có đánh phi hay không nếu không sẽ là bằng chứng cho thấy sự hèn nhát của bọn cs vn đối với tàu là vô tận ,negative
161,187,mồm thì to lắm vậy mà cho trung quốc bãi cạn với lý do “sợ hạt nhân” nực cười với chính quyền dũng cảm philippin,negative
162,188,nhu nhược chết mẹ dám nói nửa lời,negative
163,189,chính phủ dung cảm quá kiện trung quốc xong nó lấy luôn cái bãi cạn mà chẳng làm được gì,negative
164,190,chỉ có hải quân vn hèn thôi,negative
165,191,ô thế à thế mà tq nó chiếm cái bãi cạn to vậy sao không thấy phản ứng gì nhỉ,negative
166,192,ko dám nói và nhắc tên tung cẩu nữa kìa,negative
167,193,vn quan ngại thôi anh em ơi ,negative
168,194,lại quan ngại là tắt điện thôi chứ làm gì được nó.dữ dội cái con khỉ chỉ toàn dung cây dọa khỉ,negative
169,195,quan ngại sâu sắc,negative
170,196,vietcong mà mở miệng là lão tập đấm gãy răng ngay và luôn chứ chả đùa đâu,negative
171,197,chị hằng đã quan ngại đây thây,negative
172,198,chuyện gì vậy,negative
173,199,việt nam chỉ hăm dọa người dân của mình,negative
174,203,tôi thì suy nghĩ đơn giản thôi philip với mỹ đang âm thầm xây dựng tq từ sau vụ kiện yêu sách lãnh hải ở biển đông,negative
175,204,hiện nguyên hình,negative
176,205,vn toàn lủ bù nhìn,negative
177,206,những hành động của bọn tàu ở biển đông là hành động cướp bóc ỷ mạnh hiếp yếu  không liên hệ gì đến chính trị quốc tế  quan trọng hơn hết là luật pháp quốc tế cần phải được bảo vệ và tuân thủ còn không thế giới sẽ loạn ,negative
178,207,mỹ có mặt không phải để bảo vệ vn nhé,negative
179,208,vì lợi ích của mỹ cả chứ cũng ko tốt đẹp gì đâu,negative
180,209,sự hiện diện này làm cho trung cộng ê mặt sẽ không muốn tập trận sắp tới  sợ bị lộ bài,negative
181,210,tau chet thich ca the gioi biet  no la cai bo rong,negative
182,211,trung cộng chỉ là con hổ giấy chỉ khua môi múa mép mà thôi vủ khí khí tài của trung cộng chủ yếu là hàng nhái do ăn cắp công nghệ của các nước để chế tạo khi xảy ra chiến tranh sẽ bộc lộ tất cả các điểm yếu của vũ khí do trung cộbg chế tạ thực tế hiện nay năng lực quân sựtrung cộng còn kém xa mỹ,negative
183,212,báo trung quốc rất giỏi đánh giặc mồm chỉ hiềm một nỗi các sát thủ của bắc kinh thì mỹ đã thừa khả năng để chế ngự rồi,negative
184,213,mỹ xâm phạm vô biển đông rồi đó oánh đi cho thế giới nể cái coi,negative
185,214,người phát ngôn của bộ ngoại giao khẳng định rằng động thái của trung quốc “đã vi phạm chủ quyền của việt nam đối với quần đảo hoàng sa đi ngược lại tinh thần tuyên bố ứng xử của các bên ở biển đông doc gây phức tạp tình hình không có lợi cho quá trình đàm phán hiện nay giữa trung quốc và asean hiệp hội các quốc gia đông nam á về bộ quy tắc ứng xử giữa các bên ở biển đông coc và việc duy trì môi trường hòa bình ổn định và hợp tác ở biển đông”,negative
186,215,cộng sản là sư tổ  nổ,negative
187,216,việt nam và triều tiên là 2 quốc gia có tình anh em và triều tiên không gia nhập lhq nên vn có thể nhờ đến triều tiên giúp,negative
188,217,ôi sợ thế   coi chứ sát thủ qua đây bị nước biển tạt chết như  lùm cây trên đất liền nha,negative
189,218,tên lửa sam của mỹ sẽ biến tàu chiến china thành cái bia tập bắn,negative
190,219,"thằng tàu cộng nổ,từ ngàn đời nó kg có tinh thần chiến đấu",negative
191,220,vũ khí lô của chúng mầy chỉ diệt được tàu sân bay giấy của m mà thôi,negative
192,221,doạ hả thử coi có cái tàu liêu ninh a trum mà ấn nút thôi xong hỉ ,negative
193,222,cứ thử xem việt nam có đủ khả năng để oánh lại thằng tàu,negative
194,223,đem ra ngân chiến hổ giấy mà to còi,negative
195,224,thùng rỗng kêu to,negative
196,225,nó nói thế thể nào thằng em sợ vãi đái ra chỉ dám giao  cấu với nó chứ nào dám mạnh tay,negative
197,226,ko rõ mặt nhưng nghe giọng này có vẻ đang sac phân  loại này ko chấp trẻ trâu,negative
198,227,phát pháo trước di,negative
199,228,thằng võ mồm thối tha,negative
200,230,cứ chơi lớn một lần đi xem mèo nào cắn mỉu nào,negative
201,231,sao mà diệt đc,negative
202,232,tao lạy mày bình hí ạ  mong mày khai hỏa sớm cho zui  chứ nói võ mồm chả ích gì ,negative
203,233,có làm gì dc ko,negative
204,234,mỹ chỉ cần 1 quả bom nguyên tử thôi là toang tàu made in china,negative
205,235,trung quốc muôn năm,negative
206,236,bắn thật đi dọa dẫm như con nít làm cho thiên hạ cười,negative
207,237,tq đánh bằng mõm ah ,negative
208,239,tq nói rất nhiều và cũng cam kết rất nhiều nhưng tất cả đều là dối trá tin thế éo nào được tq ko có đủ năng lực kiểm soát cả biển đông đâu,negative
209,240,tàu bắn thử coi biết mùi liền,negative
210,241,trung cộng giỏi võ mồm,negative
211,242,mấy con bò đỏ dư luận viên chó chết nhục nhã dòng họ gia đình chuyên bưng bô bợ đít trung cộng có ngon vào đây ẳng cho bố mày xem nào thôi bố bảo ngậm chặt mõm vào nhé ngoan bố thương,negative
212,243,t cứ bắn 1 trái df-21 hay df-26 vào bất cứ hkmh nào của mỹ là biết đá biết vàng liền đừng nói nhiều mệt quá quen thói nói nhiều hăm he hoài xàm lon tui rất mong để xem kết quả của phim nầy,negative
213,244,đn vn chúng ta đánh cho nó một trận gióng như 17 02 79 vậy cho nó chừa to mồm,negative
214,245,giống hệt bắc triều tiên anh em nhà chí phèo,negative
215,247,đm bọn ad trang này,negative
216,248,quy luật số lớn đúng trong trường hợp này đây là mẫu thống kê đáng tin cậy,negative
217,249,chúc việt nam dân chủ buổi chiều công việc suôn sẽ và tràn ngập niềm vui nhé,negative
218,250,con số đéo bao giờ nói lên tất cả của việc đúng hay sai...nó đéo bao giờ quyết định dc thắng kiện hay không,negative
219,251,chúc việt nam dân chủ thật nhiều sức khoẻ,negative
220,252,kiện được chắc nghĩ gì ngunguc vậy 700000 con tinh trùng khuyết tật sao,negative
221,253,số liệu công thức vớ vẩn thể hiện yếu kém về học thức lẫn đạo đức thế này khi nào mới làm người được vậy ad,negative
222,254,mn đừng để cái page này nó dắt mũi có kiện thì vn chịu tổn thất chứ k phải lũ 3 que đu càng đó đâu,negative
223,255,"95 người dân đồng ý cái cmm bọn 3 sọc ngu hay cố tình ngu vậy đi kiện ra tòa án quốc tế thì phải có đủ bằng chứng,mà có mỗi vn có bằng chứng đâu thằng tàu nó cũng có chứ đến lúc thua lại đổ cs ko kiện đến cùng cs là tay sai cho tàu cộng",negative
224,256,quốc tế kiện từ lâu rồi có dc đâu  nói kiểu gì nó cũng chối à  kiểu có bằng chứng đầy đủ rồi nó chỉ cần nói 1 câu là xong  chúng tôi luôn tuân thủ luật pháp quốc tế và hợp tác gìn giữ an ninh khu vực,negative
225,257,chưa đạt 100 như dân đồng ý tăng giá điện,negative
226,258,ủa lấy mẫu ở đâu vậy lấy như cách tổng thốn ngô đình diệm lấy à ,negative
227,259,kiện nó để chết đói à  95 kinh tế lệ thuộc vào nó nó chặn sông suối cũng đủ chết khát cmnr chưa tính nó chặn cửa khẩu lúc đấy ra đảo mà nhặt đá ăn à quy luật cá lớn nuốt cá bé là tự nhiên thuận theo thì sống chống là chết,negative
228,260,dân việt nam không có nghe mấy cái báo lá cải và mấy  vớ vẩn của bọn phá đám,negative
229,261,viết bài lủng củng vậy cũng viết kiện dc chính phủ kiện lâu r đừng có lấy những chuyện ntn ra kéo follow ko hay đâu,negative
230,263,95.000 là đc khoảng hơn 1 dân số vn rồi đấy tính toán thông minh lắm iq 100,negative
231,264,cơ bản cái trang này có chấp nhận người bất đồng chính kiến hay không thôi còn toàn là người về hùa với chủ trang thì khác gì cs bỏ phiếu bầu tbt,negative
232,265,trò đùa của bọn trẻ nghé quê tôi đầy,negative
233,266,xàm lol quá,negative
234,268,việt nam có đủ chứng cứ chứng minh chủ quyền biển đảo của mình và việc làm của trung quốc chắc chắn sẽ bị lên án gay gắt,negative
235,269,cứ cho mỹ ủng hộ đi rồi có ngày mất cả nước chứ đéo phải đảo đâu,negative
236,271,câm mẹ mồm lồn ngụy,negative
237,272,"việt nam bọn tao gọi là tàu khựa hoặc khựa,chứ đéo có gọi là tàu cộng hay trung cộng nhé.có mùi sỏ lá 3 que rồi",negative
238,273,cay cú hã dlv,positive
239,274,6h6mr6xvowk,negative
240,275,việt cộng k dám lên tiếng thì để mỹ lên tiếng và hành động để bảo vệ ngư dân việt nam vậy mà thằng khốn nạn tướng rau râm việt cộng nguyễn tiếng trung đi bênh trung quốc đã phá mỹ,negative
241,276,đây lại page phản động hả,negative
242,277,rõ rằng chỉ bấy nhiêu thôi cũng đã thấy hành động của mỹ là thế nào nếu đem so sánh với phía trung quốc có lẽ họ sẽ phải cảm thấy xấu hổ,negative
